Navn,Dato,Til tidspunkt,Felt,Trafikkmengde,< 5.6m,>= 5.6m,5.6m - 7.6m,7.6m - 12.5m,12.5m - 16.0m,>= 16.0m,16.0m - 24.0m,>= 24.0m,>=7.6m
Hydrovegen,23.03.2023,11:00,Totalt i retning Kulltangen,131,79,44,13,9,3,19,19,0,31
Hydrovegen,23.03.2023,11:00,Totalt,278,175,95,23,26,16,30,30,0,72
Hydrovegen,23.03.2023,12:00,1,156,123,33,11,7,4,11,11,0,22
Hydrovegen,23.03.2023,12:00,2,132,77,52,29,9,0,14,14,0,23
Hydrovegen,23.03.2023,12:00,Totalt i retning Herøya industripark,156,123,33,11,7,4,11,11,0,22
Hydrovegen,23.03.2023,12:00,Totalt i retning Kulltangen,132,77,52,29,9,0,14,14,0,23
Hydrovegen,23.03.2023,12:00,Totalt,288,200,85,40,16,4,25,25,0,45
Hydrovegen,23.03.2023,13:00,1,158,113,45,11,13,12,9,9,0,34
Hydrovegen,23.03.2023,13:00,2,133,73,54,23,13,3,15,15,0,31
Hydrovegen,23.03.2023,13:00,Totalt i retning Herøya industripark,158,113,45,11,13,12,9,9,0,34
Hydrovegen,23.03.2023,13:00,Totalt i retning Kulltangen,133,73,54,23,13,3,15,15,0,31
Hydrovegen,23.03.2023,13:00,Totalt,291,186,99,34,26,15,24,24,0,65
Hydrovegen,23.03.2023,14:00,1,147,111,36,7,11,10,8,8,0,29
Hydrovegen,23.03.2023,14:00,2,147,82,54,20,11,3,20,20,0,34
Hydrovegen,23.03.2023,14:00,Totalt i retning Herøya industripark,147,111,36,7,11,10,8,8,0,29
Hydrovegen,23.03.2023,14:00,Totalt i retning Kulltangen,147,82,54,20,11,3,20,20,0,34
Hydrovegen,23.03.2023,14:00,Totalt,294,193,90,27,22,13,28,28,0,63
Hydrovegen,23.03.2023,15:00,1,186,147,39,10,10,10,9,9,0,29
Hydrovegen,23.03.2023,15:00,2,313,213,81,50,8,5,18,18,0,31
Hydrovegen,23.03.2023,15:00,Totalt i retning Herøya industripark,186,147,39,10,10,10,9,9,0,29
Hydrovegen,23.03.2023,15:00,Totalt i retning Kulltangen,313,213,81,50,8,5,18,18,0,31
Hydrovegen,23.03.2023,15:00,Totalt,499,360,120,60,18,15,27,27,0,60
Hydrovegen,23.03.2023,16:00,1,183,152,31,4,14,9,4,4,0,27
Hydrovegen,23.03.2023,16:00,2,46,34,11,2,6,2,1,1,0,9
Hydrovegen,23.03.2023,16:00,Totalt i retning Herøya industripark,183,152,31,4,14,9,4,4,0,27
Hydrovegen,23.03.2023,16:00,Totalt i retning Kulltangen,46,34,11,2,6,2,1,1,0,9
Hydrovegen,23.03.2023,16:00,Totalt,229,186,42,6,20,11,5,5,0,36
Hydrovegen,23.03.2023,17:00,1,120,109,11,3,5,1,2,2,0,8
Hydrovegen,23.03.2023,17:00,2,224,178,33,25,4,1,3,3,0,8
Hydrovegen,23.03.2023,17:00,Totalt i retning Herøya industripark,120,109,11,3,5,1,2,2,0,8
Hydrovegen,23.03.2023,17:00,Totalt i retning Kulltangen,224,178,33,25,4,1,3,3,0,8
Hydrovegen,23.03.2023,17:00,Totalt,344,287,44,28,9,2,5,5,0,16
Hydrovegen,23.03.2023,18:00,1,70,62,8,2,2,3,1,1,0,6
Hydrovegen,23.03.2023,18:00,2,115,92,18,9,3,2,4,4,0,9
Hydrovegen,23.03.2023,18:00,Totalt i retning Herøya industripark,70,62,8,2,2,3,1,1,0,6
Hydrovegen,23.03.2023,18:00,Totalt i retning Kulltangen,115,92,18,9,3,2,4,4,0,9
Hydrovegen,23.03.2023,18:00,Totalt,185,154,26,11,5,5,5,5,0,15
Hydrovegen,23.03.2023,19:00,1,93,87,6,0,4,0,2,2,0,6
Hydrovegen,23.03.2023,19:00,2,107,82,24,16,2,3,3,3,0,8
Hydrovegen,23.03.2023,19:00,Totalt i retning Herøya industripark,93,87,6,0,4,0,2,2,0,6
Hydrovegen,23.03.2023,19:00,Totalt i retning Kulltangen,107,82,24,16,2,3,3,3,0,8
Hydrovegen,23.03.2023,19:00,Totalt,200,169,30,16,6,3,5,5,0,14
Hydrovegen,23.03.2023,20:00,1,55,49,6,1,3,2,0,0,0,5
Hydrovegen,23.03.2023,20:00,2,78,52,23,19,1,1,2,2,0,4
Hydrovegen,23.03.2023,20:00,Totalt i retning Herøya industripark,55,49,6,1,3,2,0,0,0,5
Hydrovegen,23.03.2023,20:00,Totalt i retning Kulltangen,78,52,23,19,1,1,2,2,0,4
Hydrovegen,23.03.2023,20:00,Totalt,133,101,29,20,4,3,2,2,0,9
Hydrovegen,23.03.2023,21:00,1,47,43,4,2,0,1,1,1,0,2
Hydrovegen,23.03.2023,21:00,2,53,42,9,5,1,2,1,1,0,4
Hydrovegen,23.03.2023,21:00,Totalt i retning Herøya industripark,47,43,4,2,0,1,1,1,0,2
Hydrovegen,23.03.2023,21:00,Totalt i retning Kulltangen,53,42,9,5,1,2,1,1,0,4
Hydrovegen,23.03.2023,21:00,Totalt,100,85,13,7,1,3,2,2,0,6
Hydrovegen,23.03.2023,22:00,1,51,46,5,0,2,1,2,2,0,5
Hydrovegen,23.03.2023,22:00,2,57,42,14,11,0,1,2,2,0,3
Hydrovegen,23.03.2023,22:00,Totalt i retning Herøya industripark,51,46,5,0,2,1,2,2,0,5
Hydrovegen,23.03.2023,22:00,Totalt i retning Kulltangen,57,42,14,11,0,1,2,2,0,3
Hydrovegen,23.03.2023,22:00,Totalt,108,88,19,11,2,2,4,4,0,8
Hydrovegen,23.03.2023,23:00,1,58,54,4,3,1,0,0,0,0,1
Hydrovegen,23.03.2023,23:00,2,82,61,19,16,0,2,1,1,0,3
Hydrovegen,23.03.2023,23:00,Totalt i retning Herøya industripark,58,54,4,3,1,0,0,0,0,1
Hydrovegen,23.03.2023,23:00,Totalt i retning Kulltangen,82,61,19,16,0,2,1,1,0,3
Hydrovegen,23.03.2023,23:00,Totalt,140,115,23,19,1,2,1,1,0,4
Hydrovegen,23.03.2023,0:00,1,9,9,0,0,0,0,0,0,0,0
Hydrovegen,23.03.2023,0:00,2,11,8,3,3,0,0,0,0,0,0
Hydrovegen,23.03.2023,0:00,Totalt i retning Herøya industripark,9,9,0,0,0,0,0,0,0,0
Hydrovegen,23.03.2023,0:00,Totalt i retning Kulltangen,11,8,3,3,0,0,0,0,0,0
Hydrovegen,23.03.2023,0:00,Totalt,20,17,3,3,0,0,0,0,0,0
Hydrovegen,24.03.2023,1:00,1,3,3,0,0,0,0,0,0,0,0
Hydrovegen,24.03.2023,1:00,2,8,6,2,0,0,1,1,1,0,2
Hydrovegen,24.03.2023,1:00,Totalt i retning Herøya industripark,3,3,0,0,0,0,0,0,0,0
Hydrovegen,24.03.2023,1:00,Totalt i retning Kulltangen,8,6,2,0,0,1,1,1,0,2
Hydrovegen,24.03.2023,1:00,Totalt,11,9,2,0,0,1,1,1,0,2
Hydrovegen,24.03.2023,2:00,1,3,1,2,2,0,0,0,0,0,0
Hydrovegen,24.03.2023,2:00,2,3,2,1,1,0,0,0,0,0,0
Hydrovegen,24.03.2023,2:00,Totalt i retning Herøya industripark,3,1,2,2,0,0,0,0,0,0
Hydrovegen,24.03.2023,2:00,Totalt i retning Kulltangen,3,2,1,1,0,0,0,0,0,0
Hydrovegen,24.03.2023,2:00,Totalt,6,3,3,3,0,0,0,0,0,0
Hydrovegen,24.03.2023,3:00,1,4,4,0,0,0,0,0,0,0,0
Hydrovegen,24.03.2023,3:00,2,1,0,1,1,0,0,0,0,0,0
Hydrovegen,24.03.2023,3:00,Totalt i retning Herøya industripark,4,4,0,0,0,0,0,0,0,0
Hydrovegen,24.03.2023,3:00,Totalt i retning Kulltangen,1,0,1,1,0,0,0,0,0,0
Hydrovegen,24.03.2023,3:00,Totalt,5,4,1,1,0,0,0,0,0,0
Hydrovegen,24.03.2023,4:00,1,1,1,0,0,0,0,0,0,0,0
Hydrovegen,24.03.2023,4:00,2,4,4,0,0,0,0,0,0,0,0
Hydrovegen,24.03.2023,4:00,Totalt i retning Herøya industripark,1,1,0,0,0,0,0,0,0,0
Hydrovegen,24.03.2023,4:00,Totalt i retning Kulltangen,4,4,0,0,0,0,0,0,0,0
Hydrovegen,24.03.2023,4:00,Totalt,5,5,0,0,0,0,0,0,0,0
Hydrovegen,24.03.2023,5:00,1,3,1,2,2,0,0,0,0,0,0
Hydrovegen,24.03.2023,5:00,2,7,4,3,2,1,0,0,0,0,1
Hydrovegen,24.03.2023,5:00,Totalt i retning Herøya industripark,3,1,2,2,0,0,0,0,0,0
Hydrovegen,24.03.2023,5:00,Totalt i retning Kulltangen,7,4,3,2,1,0,0,0,0,1
Hydrovegen,24.03.2023,5:00,Totalt,10,5,5,4,1,0,0,0,0,1
Hydrovegen,24.03.2023,6:00,1,60,56,4,1,2,1,0,0,0,3
Hydrovegen,24.03.2023,6:00,2,12,7,4,2,2,0,0,0,0,2
Hydrovegen,24.03.2023,6:00,Totalt i retning Herøya industripark,60,56,4,1,2,1,0,0,0,3
Hydrovegen,24.03.2023,6:00,Totalt i retning Kulltangen,12,7,4,2,2,0,0,0,0,2
Hydrovegen,24.03.2023,6:00,Totalt,72,63,8,3,4,1,0,0,0,5
Hydrovegen,24.03.2023,7:00,1,424,408,16,5,5,4,2,2,0,11
Hydrovegen,24.03.2023,7:00,2,91,74,8,5,2,1,0,0,0,3
Hydrovegen,24.03.2023,7:00,Totalt i retning Herøya industripark,424,408,16,5,5,4,2,2,0,11
Hydrovegen,24.03.2023,7:00,Totalt i retning Kulltangen,91,74,8,5,2,1,0,0,0,3
Hydrovegen,24.03.2023,7:00,Totalt,515,482,24,10,7,5,2,2,0,14
Hydrovegen,24.03.2023,8:00,1,456,426,30,8,5,9,8,8,0,22
Hydrovegen,24.03.2023,8:00,2,130,62,44,24,8,1,11,11,0,20
Hydrovegen,24.03.2023,8:00,Totalt i retning Herøya industripark,456,426,30,8,5,9,8,8,0,22
Hydrovegen,24.03.2023,8:00,Totalt i retning Kulltangen,130,62,44,24,8,1,11,11,0,20
Hydrovegen,24.03.2023,8:00,Totalt,586,488,74,32,13,10,19,19,0,42
Hydrovegen,24.03.2023,9:00,1,247,204,43,10,11,10,12,12,0,33
Hydrovegen,24.03.2023,9:00,2,125,69,41,22,4,3,12,12,0,19
Hydrovegen,24.03.2023,9:00,Totalt i retning Herøya industripark,247,204,43,10,11,10,12,12,0,33
Hydrovegen,24.03.2023,9:00,Totalt i retning Kulltangen,125,69,41,22,4,3,12,12,0,19
Hydrovegen,24.03.2023,9:00,Totalt,372,273,84,32,15,13,24,24,0,52
Hydrovegen,24.03.2023,10:00,1,138,95,43,5,9,14,15,15,0,38
Hydrovegen,24.03.2023,10:00,2,109,51,53,24,8,3,18,18,0,29
Hydrovegen,24.03.2023,10:00,Totalt i retning Herøya industripark,138,95,43,5,9,14,15,15,0,38
Hydrovegen,24.03.2023,10:00,Totalt i retning Kulltangen,109,51,53,24,8,3,18,18,0,29
Hydrovegen,24.03.2023,10:00,Totalt,247,146,96,29,17,17,33,33,0,67
Hydrovegen,24.03.2023,11:00,1,135,103,32,8,10,8,6,6,0,24
Hydrovegen,24.03.2023,11:00,2,151,82,54,21,15,3,15,15,0,33
Hydrovegen,24.03.2023,11:00,Totalt i retning Herøya industripark,135,103,32,8,10,8,6,6,0,24
Hydrovegen,24.03.2023,11:00,Totalt i retning Kulltangen,151,82,54,21,15,3,15,15,0,33
Hydrovegen,24.03.2023,11:00,Totalt,286,185,86,29,25,11,21,21,0,57
Hydrovegen,24.03.2023,12:00,1,130,107,23,8,10,4,1,1,0,15
Hydrovegen,24.03.2023,12:00,2,141,92,47,25,9,2,11,11,0,22
Hydrovegen,24.03.2023,12:00,Totalt i retning Herøya industripark,130,107,23,8,10,4,1,1,0,15
Hydrovegen,24.03.2023,12:00,Totalt i retning Kulltangen,141,92,47,25,9,2,11,11,0,22
Hydrovegen,24.03.2023,12:00,Totalt,271,199,70,33,19,6,12,12,0,37
Hydrovegen,24.03.2023,13:00,1,123,92,31,7,6,11,7,7,0,24
Hydrovegen,24.03.2023,13:00,2,179,120,51,31,8,1,11,11,0,20
Hydrovegen,24.03.2023,13:00,Totalt i retning Herøya industripark,123,92,31,7,6,11,7,7,0,24
Hydrovegen,24.03.2023,13:00,Totalt i retning Kulltangen,179,120,51,31,8,1,11,11,0,20
Hydrovegen,24.03.2023,13:00,Totalt,302,212,82,38,14,12,18,18,0,44
Hydrovegen,24.03.2023,14:00,1,153,124,29,6,9,12,2,2,0,23
Hydrovegen,24.03.2023,14:00,2,188,125,53,33,6,2,12,12,0,20
Hydrovegen,24.03.2023,14:00,Totalt i retning Herøya industripark,153,124,29,6,9,12,2,2,0,23
Hydrovegen,24.03.2023,14:00,Totalt i retning Kulltangen,188,125,53,33,6,2,12,12,0,20
Hydrovegen,24.03.2023,14:00,Totalt,341,249,82,39,15,14,14,14,0,43
Hydrovegen,24.03.2023,15:00,1,136,113,23,6,4,7,6,6,0,17
Hydrovegen,24.03.2023,15:00,2,328,258,56,36,8,4,8,8,0,20
Hydrovegen,24.03.2023,15:00,Totalt i retning Herøya industripark,136,113,23,6,4,7,6,6,0,17
Hydrovegen,24.03.2023,15:00,Totalt i retning Kulltangen,328,258,56,36,8,4,8,8,0,20
Hydrovegen,24.03.2023,15:00,Totalt,464,371,79,42,12,11,14,14,0,37
Hydrovegen,24.03.2023,16:00,1,173,154,19,5,8,6,0,0,0,14
Hydrovegen,24.03.2023,16:00,2,216,172,29,27,1,0,1,1,0,2
Hydrovegen,24.03.2023,16:00,Totalt i retning Herøya industripark,173,154,19,5,8,6,0,0,0,14
Hydrovegen,24.03.2023,16:00,Totalt i retning Kulltangen,216,172,29,27,1,0,1,1,0,2
Hydrovegen,24.03.2023,16:00,Totalt,389,326,48,32,9,6,1,1,0,16
Hydrovegen,24.03.2023,17:00,1,102,95,7,1,5,1,0,0,0,6
Hydrovegen,24.03.2023,17:00,2,171,145,23,16,3,2,2,2,0,7
Hydrovegen,24.03.2023,17:00,Totalt i retning Herøya industripark,102,95,7,1,5,1,0,0,0,6
Hydrovegen,24.03.2023,17:00,Totalt i retning Kulltangen,171,145,23,16,3,2,2,2,0,7
Hydrovegen,24.03.2023,17:00,Totalt,273,240,30,17,8,3,2,2,0,13
Hydrovegen,24.03.2023,18:00,1,74,69,5,1,3,1,0,0,0,4
Hydrovegen,24.03.2023,18:00,2,82,67,10,6,2,1,1,1,0,4
Hydrovegen,24.03.2023,18:00,Totalt i retning Herøya industripark,74,69,5,1,3,1,0,0,0,4
Hydrovegen,24.03.2023,18:00,Totalt i retning Kulltangen,82,67,10,6,2,1,1,1,0,4
Hydrovegen,24.03.2023,18:00,Totalt,156,136,15,7,5,2,1,1,0,8
Hydrovegen,24.03.2023,19:00,1,71,63,8,3,2,0,3,3,0,5
Hydrovegen,24.03.2023,19:00,2,73,57,13,11,1,1,0,0,0,2
Hydrovegen,24.03.2023,19:00,Totalt i retning Herøya industripark,71,63,8,3,2,0,3,3,0,5
Hydrovegen,24.03.2023,19:00,Totalt i retning Kulltangen,73,57,13,11,1,1,0,0,0,2
Hydrovegen,24.03.2023,19:00,Totalt,144,120,21,14,3,1,3,3,0,7
Hydrovegen,24.03.2023,20:00,1,30,26,4,2,2,0,0,0,0,2
Hydrovegen,24.03.2023,20:00,2,39,28,10,7,1,0,2,2,0,3
Hydrovegen,24.03.2023,20:00,Totalt i retning Herøya industripark,30,26,4,2,2,0,0,0,0,2
Hydrovegen,24.03.2023,20:00,Totalt i retning Kulltangen,39,28,10,7,1,0,2,2,0,3
Hydrovegen,24.03.2023,20:00,Totalt,69,54,14,9,3,0,2,2,0,5
Hydrovegen,24.03.2023,21:00,1,33,27,6,5,1,0,0,0,0,1
Hydrovegen,24.03.2023,21:00,2,24,20,4,1,1,1,1,1,0,3
Hydrovegen,24.03.2023,21:00,Totalt i retning Herøya industripark,33,27,6,5,1,0,0,0,0,1
Hydrovegen,24.03.2023,21:00,Totalt i retning Kulltangen,24,20,4,1,1,1,1,1,0,3
Hydrovegen,24.03.2023,21:00,Totalt,57,47,10,6,2,1,1,1,0,4
Hydrovegen,24.03.2023,22:00,1,30,27,3,1,1,0,1,1,0,2
Hydrovegen,24.03.2023,22:00,2,35,30,5,4,1,0,0,0,0,1
Hydrovegen,24.03.2023,22:00,Totalt i retning Herøya industripark,30,27,3,1,1,0,1,1,0,2
Hydrovegen,24.03.2023,22:00,Totalt i retning Kulltangen,35,30,5,4,1,0,0,0,0,1
Hydrovegen,24.03.2023,22:00,Totalt,65,57,8,5,2,0,1,1,0,3
Hydrovegen,24.03.2023,23:00,1,29,27,2,0,1,0,1,1,0,2
Hydrovegen,24.03.2023,23:00,2,29,24,4,2,2,0,0,0,0,2
Hydrovegen,24.03.2023,23:00,Totalt i retning Herøya industripark,29,27,2,0,1,0,1,1,0,2
Hydrovegen,24.03.2023,23:00,Totalt i retning Kulltangen,29,24,4,2,2,0,0,0,0,2
Hydrovegen,24.03.2023,23:00,Totalt,58,51,6,2,3,0,1,1,0,4
Hydrovegen,24.03.2023,0:00,1,6,6,0,0,0,0,0,0,0,0
Hydrovegen,24.03.2023,0:00,2,14,12,2,1,0,0,1,1,0,1
Hydrovegen,24.03.2023,0:00,Totalt i retning Herøya industripark,6,6,0,0,0,0,0,0,0,0
Hydrovegen,24.03.2023,0:00,Totalt i retning Kulltangen,14,12,2,1,0,0,1,1,0,1
Hydrovegen,24.03.2023,0:00,Totalt,20,18,2,1,0,0,1,1,0,1
Hydrovegen,25.03.2023,1:00,1,7,7,0,0,0,0,0,0,0,0
Hydrovegen,25.03.2023,1:00,2,8,6,2,1,0,0,1,1,0,1
Hydrovegen,25.03.2023,1:00,Totalt i retning Herøya industripark,7,7,0,0,0,0,0,0,0,0
Hydrovegen,25.03.2023,1:00,Totalt i retning Kulltangen,8,6,2,1,0,0,1,1,0,1
Hydrovegen,25.03.2023,1:00,Totalt,15,13,2,1,0,0,1,1,0,1
Hydrovegen,25.03.2023,2:00,1,5,3,2,2,0,0,0,0,0,0
Hydrovegen,25.03.2023,2:00,2,5,3,1,1,0,0,0,0,0,0
Hydrovegen,25.03.2023,2:00,Totalt i retning Herøya industripark,5,3,2,2,0,0,0,0,0,0
Hydrovegen,25.03.2023,2:00,Totalt i retning Kulltangen,5,3,1,1,0,0,0,0,0,0
Hydrovegen,25.03.2023,2:00,Totalt,10,6,3,3,0,0,0,0,0,0
Hydrovegen,25.03.2023,3:00,1,5,4,1,1,0,0,0,0,0,0
Hydrovegen,25.03.2023,3:00,2,4,4,0,0,0,0,0,0,0,0
Hydrovegen,25.03.2023,3:00,Totalt i retning Herøya industripark,5,4,1,1,0,0,0,0,0,0
Hydrovegen,25.03.2023,3:00,Totalt i retning Kulltangen,4,4,0,0,0,0,0,0,0,0
Hydrovegen,25.03.2023,3:00,Totalt,9,8,1,1,0,0,0,0,0,0
Hydrovegen,25.03.2023,4:00,1,2,1,1,1,0,0,0,0,0,0
Hydrovegen,25.03.2023,4:00,2,3,3,0,0,0,0,0,0,0,0
Hydrovegen,25.03.2023,4:00,Totalt i retning Herøya industripark,2,1,1,1,0,0,0,0,0,0
Hydrovegen,25.03.2023,4:00,Totalt i retning Kulltangen,3,3,0,0,0,0,0,0,0,0
Hydrovegen,25.03.2023,4:00,Totalt,5,4,1,1,0,0,0,0,0,0
Hydrovegen,25.03.2023,5:00,1,1,1,0,0,0,0,0,0,0,0
Hydrovegen,25.03.2023,5:00,2,0,0,0,0,0,0,0,0,0,0
Hydrovegen,25.03.2023,5:00,Totalt i retning Herøya industripark,1,1,0,0,0,0,0,0,0,0
Hydrovegen,25.03.2023,5:00,Totalt i retning Kulltangen,0,0,0,0,0,0,0,0,0,0
Hydrovegen,25.03.2023,5:00,Totalt,1,1,0,0,0,0,0,0,0,0
Hydrovegen,25.03.2023,6:00,1,14,14,0,0,0,0,0,0,0,0
Hydrovegen,25.03.2023,6:00,2,5,3,2,2,0,0,0,0,0,0
Hydrovegen,25.03.2023,6:00,Totalt i retning Herøya industripark,14,14,0,0,0,0,0,0,0,0
Hydrovegen,25.03.2023,6:00,Totalt i retning Kulltangen,5,3,2,2,0,0,0,0,0,0
Hydrovegen,25.03.2023,6:00,Totalt,19,17,2,2,0,0,0,0,0,0
Hydrovegen,25.03.2023,7:00,1,66,65,1,0,1,0,0,0,0,1
Hydrovegen,25.03.2023,7:00,2,40,37,2,2,0,0,0,0,0,0
Hydrovegen,25.03.2023,7:00,Totalt i retning Herøya industripark,66,65,1,0,1,0,0,0,0,1
Hydrovegen,25.03.2023,7:00,Totalt i retning Kulltangen,40,37,2,2,0,0,0,0,0,0
Hydrovegen,25.03.2023,7:00,Totalt,106,102,3,2,1,0,0,0,0,1
Hydrovegen,25.03.2023,8:00,1,26,21,5,3,2,0,0,0,0,2
Hydrovegen,25.03.2023,8:00,2,13,9,4,4,0,0,0,0,0,0
Hydrovegen,25.03.2023,8:00,Totalt i retning Herøya industripark,26,21,5,3,2,0,0,0,0,2
Hydrovegen,25.03.2023,8:00,Totalt i retning Kulltangen,13,9,4,4,0,0,0,0,0,0
Hydrovegen,25.03.2023,8:00,Totalt,39,30,9,7,2,0,0,0,0,2
Hydrovegen,25.03.2023,9:00,1,23,21,2,1,1,0,0,0,0,1
Hydrovegen,25.03.2023,9:00,2,23,16,7,3,2,2,0,0,0,4
Hydrovegen,25.03.2023,9:00,Totalt i retning Herøya industripark,23,21,2,1,1,0,0,0,0,1
Hydrovegen,25.03.2023,9:00,Totalt i retning Kulltangen,23,16,7,3,2,2,0,0,0,4
Hydrovegen,25.03.2023,9:00,Totalt,46,37,9,4,3,2,0,0,0,5
Hydrovegen,25.03.2023,10:00,1,25,21,4,1,2,1,0,0,0,3
Hydrovegen,25.03.2023,10:00,2,33,24,9,8,1,0,0,0,0,1
