,7,8,9,10,11,12,13,14
Larvik,5.0,9.0,21.0,8.0,12.0,8.0,12.0,7.0
Brevik,1.0,11.0,16.0,17.0,13.0,8.0,12.0,8.0
Rørskogen,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fløysbonn industriområde,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sleipner Motor AS,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Høyden,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Løen,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Borgen aktiemølle,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Seut,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Tangen trelast,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Nexans Logistikk,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
INEOS Bamble,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0
Andebu mekanikk,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Lede rigg og lagerplass,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Skotfoss bruk,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0
Borgeskogen,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
NRVA Hauglifjell,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Skanem,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Grønland,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Røyken næringspark,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Langbakken Industriområde,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Operasjon ved,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Hellik Teigen AS,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Drømtorp næringsområde,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Holtesletta Industrifelt,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Karlshus Bruk,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Engelsrud fyrverkeri,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Vadrette,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Sverigeholmen,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
SEMENT FABRIKKEN 5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Haugetangen,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Spikkestad industriområde,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Norcem,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Rommen næringspark,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Norsk Glassgjenvinning,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Sandtak,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Franzefoss,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Grålen,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Cellulosefabrikker,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Holmen,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Brekke Kraftverk,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Tranby Varme og Servicesentral,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Moss verft,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Jøtul,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Auvi industriområde,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Haslestad bruk,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Bildelelageret AS,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Gårdsplass FSV,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Sogn Industrifelt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Lantmannen Cerelia AS avd Moss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Råbekken,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Findus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Nobas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Peterstomta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Ellingsrud industriområde,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Kalbakken industriområde,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Gulbjørnrud Byggmarked AS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Rafnes industripark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
