,7,8,9,10,11,12,13,14
Larvik,5.0,9.0,10.0,12.0,14.0,10.0,12.0,10.0
Brevik,5.0,8.0,12.0,10.0,13.0,7.0,6.0,14.0
Rørskogen,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Råbekken,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pindsle,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Holtesletta Industrifelt,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Moss verft,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Tangen trelast,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Rafnes industripark,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Norcem,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0
INEOS Bamble,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
Fredrikstad Kommune Teknisk Drift Avd Bygg og Eiendom,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Sleipner Motor AS,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Skotfoss bruk,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Fredensborg,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Torp Bruk,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Gomsrud,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Jakheln Gruppen,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Norcem,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
Solberg Auto,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Operasjon ved,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Arcus-Gruppen,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Norsk Glassgjenvinning,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Ramstadkrysset,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Arne Hasle,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Ski Bygg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Fellesanlegget Kykkelsrud-Fossumfoss,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Haugetangen,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Andebu næringspark,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
T2 Ute,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Linnestad industriområde,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Hafslund kraftstasjon,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Vannverket,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Sverigeholmen,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Sørfonden Slipp AS,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Hammeren kraftverk,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Sarp kraftverk,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Tuen,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Solbergskogen,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Norske skog Saugbrugs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Skolmar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Løvestad Industrifelt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
