,7,8,9,10,11,12,13,14
Brevik,6.0,4.0,7.0,11.0,11.0,4.0,12.0,8.0
Fløysbonn industriområde,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Rørskogen,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nora Rygge,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rom Industri Område,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Larvik,0.0,12.0,9.0,5.0,10.0,9.0,8.0,10.0
Haslestad bruk,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Holtesletta Industrifelt,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
Sverigeholmen,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Skjelfoss Mølle,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Nortura Hærland,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Røsnæs Bilopphuggeri,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Myrerskog industriområde,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Skotfoss bruk,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Modul AS,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Gapestad Kraftverk,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Gulbjørnrud Byggmarked AS,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Norcem,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
INEOS Bamble,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
Rafnes industripark,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Skolmar,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Ytong,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Sundmoen næringsområde,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Døvikfoss kraftverk,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Findus,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Vakås,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Cellulosefabrikker,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Hammeren kraftverk,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Tuen,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Kalbakken industriområde,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Jakheln Gruppen,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Andebu næringspark,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Bjørnstad Industriområde,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Skåra Sementvarefabikk,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Sørfonden Slipp AS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Lede rigg og lagerplass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
