,7,8,9,10,11,12,13,14
Larvik,3.0,8.0,10.0,11.0,7.0,10.0,6.0,15.0
Brevik,3.0,5.0,8.0,5.0,9.0,9.0,10.0,11.0
"Foliefabrikken aka ""Kapsel'n""",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arcus-Gruppen,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arne Hasle,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Solbergskogen,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Borgeskogen,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Vinterbro næringspark,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Skotfoss bruk,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0
Vadrette,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Modul AS,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Skanem,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Buer Kraftverk,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Skogbuåna Kraftstasjon,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Findus,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Linnestad industriområde,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Barbøl sag,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Sverigeholmen,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Ugstad,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Operasjon ved,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Fossen Søndre,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Røsnæs Bilopphuggeri,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Langmoen Avfallsanlegg,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Norcem,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Norcem,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Hasås AS,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Karlshus Bruk,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Nisserdam kraftverk,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Indre Østfold gjenvinning AS,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Hafslund smelteverk,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Sukkersilo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Løvestad Industrifelt,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Berganmoen Industri,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Moss verft,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Andebu mekanikk,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Haslestad bruk,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Eidsfoss verk,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Nexans Logistikk,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Pindsle,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
STACK Infrastructure OSL04,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Ankers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Norgips,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Lafinto AS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Tryvann radio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Skolmar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Døvikfoss kraftverk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Askim frukt- og bærpresseri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
